locus_tag	string_id	gene_class	gene_name	annotation
KOIAIB_00077	511145.b0071	core	leuD	3-isopropylmalate
KOIAIB_00499	511145.b0458	core	ylaC	Inner
KOIAIB_01432	511145.b1340	core	smrA	DNA
KOIAIB_02512	511145.b2352	accessory	yfdI	Uncharacterized
KOIAIB_02650	511145.b2478	core	dapA	4-hydroxy-tetrahydrodipicolinate
KOIAIB_02899	511145.b2716	accessory	ascB	6-phospho-beta-glucosidase
KOIAIB_00793	511145.b0734	core	cydB	cytochrome
KOIAIB_00880	511145.b0814	core	group_8797	Outer
KOIAIB_01548	511145.b1447	core	ydcZ	DMT
KOIAIB_03806	511145.b3577	core	yiaM	23-diketo-L-gulonate
KOIAIB_01820	511145.b1707	core	ydiV	anti-FlhDC
KOIAIB_02129	511145.b2000	accessory	cah~~~agn43	Ag43/Cah
KOIAIB_04495	511145.b4200	core	rpsF	30S
KOIAIB_00044	511145.b0042	core	fixB	FixB
KOIAIB_00569	511145.b0523	core	purE	N5-carboxyaminoimidazole
KOIAIB_00638	511145.b0584	core	group_2642	Outer
KOIAIB_03805	511145.b3576	core	yiaL	Protein
KOIAIB_01285	511145.b1208	core	group_8936	4-(cytidine
KOIAIB_01522	511145.b1421	core	cybB~~~trg	Methyl-accepting
KOIAIB_01917	511145.b1800	accessory	dmlA	tartrate
KOIAIB_02402	511145.b2244	accessory	yfaD	ISNCY
KOIAIB_02704	511145.b2528	core	iscA	iron-sulfur
KOIAIB_02847	511145.b2666	core	yqaE	UPF0057
KOIAIB_02886	511145.b2703	core	srlE	PTS
KOIAIB_00900	511145.b0833	core	pdeI	Cyclic
KOIAIB_04139	511145.b3887	core	dtd	D-aminoacyl-tRNA
KOIAIB_04328	511145.b4055	core	aphA	Acid
KOIAIB_00901	511145.b0834	core	group_8808	putative
KOIAIB_03912	511145.b3677	accessory	yidI	Inner
KOIAIB_04056	511145.b3813	core	uvrD	DNA
KOIAIB_04640	511145.b4334	core	yjiL	Uncharacterized
KOIAIB_00089	511145.b0083	core	group_6076	penicillin-binding
KOIAIB_00126	511145.b0116	core	lpdA	dihydrolipoyl
KOIAIB_00067	511145.b0063	core	group_1207	ribulokinase
KOIAIB_04340	511145.b4066	accessory	yjcF	Uncharacterized
KOIAIB_02882	511145.b2699	accessory	recA	recombinase
KOIAIB_04331	511145.b4058	core	uvrA	ATP-binding
KOIAIB_01676	511145.b1572	accessory	ydfB	Prophage
KOIAIB_00319	511145.b0290	accessory	ecpD	Putative
KOIAIB_00984	511145.b0912	core	ihfB	integration
KOIAIB_01050	511145.b0977	core	hyaF	Hydrogenase-1
KOIAIB_01516	511145.b1418	core	cybB	cytochrome
KOIAIB_03836	511145.b3605	core	lldD	quinone-dependent
KOIAIB_01716	511145.b1610	core	tus	DNA
KOIAIB_03430	511145.b3226	core	nanR	transcriptional
KOIAIB_03666	511145.b3456	core	livM	branched
KOIAIB_00916	511145.b0848	core	group_8812	Inner
KOIAIB_01184	511145.b1108	core	ycfP	alpha/beta
KOIAIB_01582	511145.b1482	core	osmC	peroxiredoxin
KOIAIB_01681	511145.b1576	accessory	ydfD	DUF1482
KOIAIB_01713	511145.b1607	core	ydgC	Inner
KOIAIB_02086	511145.b1959	accessory	group_8966	drug/metabolite
KOIAIB_02259	511145.b2118	core	yehI	Uncharacterized
KOIAIB_03463	511145.b3258	core	group_9151	sodium/pantothenate
KOIAIB_03769	511145.b3546	core	eptB	kdo(2)-lipid
KOIAIB_04275	511145.b4011	accessory	yjaA	Uncharacterized
KOIAIB_01741	511145.b1634	core	dtpA	dipeptide/tripeptide
KOIAIB_04623	511145.b4320	core	group_103	FimH
KOIAIB_01961	511145.b1841	core	yobA	CopC
KOIAIB_03203	511145.b3005	core	exbD	TonB
KOIAIB_03272	511145.b3072	core	aer	Aerotaxis
KOIAIB_01346	511145.b1261	core	group_8947	tryptophan
KOIAIB_00071	511145.b0067	core	thiP	thiamine/thiamine
KOIAIB_03522	511145.b3314	core	rpsC	30S
KOIAIB_03718	511145.b3502	accessory	arsB	arsenite/antimonite:H(+)
KOIAIB_01769	511145.b1660	core	punC	purine
KOIAIB_02725	511145.b2547	core	ccmA	heme
KOIAIB_02972	511145.b2787	core	gudD	Glucarate
KOIAIB_04564	511145.b4267	accessory	idnD	L-idonate
KOIAIB_01986	511145.b1863	core	ruvC	crossover
KOIAIB_02783	511145.b2595	core	bamD	outer
KOIAIB_02986	511145.b2800	core	fucA	L-fuculose-phosphate
KOIAIB_01528	511145.b1428	core	ydcK	YdcK
KOIAIB_04669	511145.b4363	core	yjjB	threonine/serine
KOIAIB_00656	511145.b0600	core	ybdL	methionine-oxo-acid
KOIAIB_01143	511145.b1067	core	yceH	UPF0502
KOIAIB_01342	511145.b1257	core	yciE	Protein
KOIAIB_01476	511145.b1380	core	ldhA	D-lactate
KOIAIB_04212	511145.b3953	core	group_9186	PTS
KOIAIB_04369	511145.b4087	accessory	alsA	D-allose
KOIAIB_03416	511145.b3213	accessory	group_9124	glutamate
KOIAIB_01478	511145.b1382	core	group_1168	Lipoprotein;YdbH
KOIAIB_01510	511145.b1413	core	hrpA	ATP-dependent
KOIAIB_02041	511145.b1913	core	uvrC	excinuclease
KOIAIB_03527	511145.b3319	core	rplD	50S
KOIAIB_03656	511145.b3446	core	yrhB	Uncharacterized
KOIAIB_00664	511145.b0608	accessory	ybdR	Uncharacterized
KOIAIB_01589	511145.b1489	core	dosP	oxygen-sensing
KOIAIB_02438	511145.b2278	core	nuoL	NADH-quinone
KOIAIB_04200	511145.b3940	core	group_9179	bifunctional
KOIAIB_03438	511145.b3234	core	group_9134	serine
KOIAIB_01894	511145.b1777	core	yeaC	Uncharacterized
KOIAIB_01674	511145.b1570	accessory	dicA	HTH-type
KOIAIB_01739	511145.b1633	core	nth	endonuclease
KOIAIB_03811	511145.b3582	core	sgbU	L-ribulose-5-phosphate
KOIAIB_01004	511145.b0931	core	pncB	nicotinate
KOIAIB_04617	511145.b4314	accessory	fimA	type
KOIAIB_03906	511145.b4618	accessory	tisB	Small
KOIAIB_03939	511145.b3702	core	dnaA	Chromosomal
KOIAIB_04281	511145.b4016	core	group_510	bifunctional
KOIAIB_03168	511145.b4466	accessory	sslE~~~acfD	Inner
KOIAIB_03252	511145.b3053	core	glnE	bifunctional
KOIAIB_02810	511145.b2623	accessory	yfjH	Uncharacterized
KOIAIB_00686	511145.b0630	core	lipB	lipoyl(octanoyl)
KOIAIB_03453	511145.b3247	core	group_9146	ribonuclease
KOIAIB_00100	511145.b0094	core	ftsA	cell
KOIAIB_04451	511145.b4157	accessory	yjeN	Protein
KOIAIB_00035	511145.b0033	core	carB	carbamoyl-phosphate
KOIAIB_04592	511145.b4293	accessory	fecI	RNA
KOIAIB_04657	511145.b4351	accessory	mrr	Methylated
KOIAIB_00107	511145.b0099	core	mutT	8-oxo-dGTP
KOIAIB_02073	511145.b1946	accessory	fliN	Flagellar
KOIAIB_02109	511145.b1981	core	shiA	Shikimate
KOIAIB_02284	511145.b2140	core	dusC	tRNA
KOIAIB_00698	511145.b0642	core	leuS	leucine--tRNA
KOIAIB_04185	511145.b3926	core	glpK	glycerol
KOIAIB_00526	511145.b0483	accessory	higA~~~ybaQ	HigA
KOIAIB_00596	511145.b0550	accessory	group_2491	crossover
KOIAIB_02527	511145.b2366	core	dsdA	D-serine
KOIAIB_01138	511145.b1062	core	pyrC	dihydroorotase
KOIAIB_01470	511145.b1376	core	uspF	universal
KOIAIB_01451	511145.b1355	accessory	ydaG	Rac
KOIAIB_01648	511145.b1546	accessory	tfa~~~tfaR	Phage
KOIAIB_01850	511145.b1734	core	chbF	6-phospho-beta-glucosidase
KOIAIB_02496	511145.b2335	accessory	yfcR	Fimbrial-type
KOIAIB_02633	511145.b2466	core	ypfG	DUF1176
KOIAIB_03618	511145.b3409	core	feoB	Fe(2+)
KOIAIB_01872	511145.b1755	core	ynjC	Inner
KOIAIB_03687	511145.b3477	core	group_2156	nickel
KOIAIB_01642	511145.b1540	core	ydfH	DNA-binding
KOIAIB_01773	511145.b1664	core	group_8428	Fluffing
KOIAIB_01977	511145.b1855	core	lpxM	lauroyl-Kdo(2)-lipid
KOIAIB_02324	511145.b2178	core	yejB	Inner
KOIAIB_02632	511145.b2465	core	tkt	transketolase
KOIAIB_03258	511145.b3058	core	group_9031	bifunctional
KOIAIB_00655	511145.b0599	core	hcxA	hydroxycarboxylate
KOIAIB_00872	511145.b0807	core	rlmF	23S
KOIAIB_00487	511145.b0446	core	cof	HMP-PP
KOIAIB_02427	511145.b2267	core	elaA	GNAT
KOIAIB_02036	511145.b1908	core	yecA	Metal-binding
KOIAIB_02727	511145.b2549	core	yphG	Uncharacterized
KOIAIB_03799	511145.b3571	core	malS	alpha-amylase
KOIAIB_03212	511145.b3014	core	yqhH	lipoprotein
KOIAIB_03244	511145.b3049	core	group_9026	cell
KOIAIB_03967	511145.b3727	core	group_2559	phosphate
KOIAIB_04227	511145.b3967	core	murI	glutamate
KOIAIB_00040	511145.b0038	core	caiB	Crotonobetainyl-CoA:carnitine
KOIAIB_00742	511145.b0686	core	group_8675	esterase
KOIAIB_03328	511145.b3129	core	prlF	type
KOIAIB_03429	511145.b3225	core	group_9128	N-acetylneuraminate
KOIAIB_03733	511145.b3515	core	gadW	acid
KOIAIB_03901	511145.b3668	core	uhpB	signal
KOIAIB_04562	511145.b4265	accessory	idnT	gnt-II
KOIAIB_01984	511145.b4677	accessory	yobI	Uncharacterized
KOIAIB_02019	511145.b1891	core	flhC	flagellar
KOIAIB_02262	511145.b2119	core	moxR~~~yehL	MoxR
KOIAIB_02569	511145.b2405	accessory	lysR~~~xapR	LysR
KOIAIB_02918	511145.b2734	core	pphB	protein-serine/threonine
KOIAIB_03226	511145.b3030	core	group_9018	DNA
KOIAIB_03902	511145.b3669	core	group_4779	DNA-binding
KOIAIB_04080	511145.b3838	core	tatB	Sec-independent
KOIAIB_04195	511145.b3936	core	group_9175	50S
KOIAIB_01652	511145.b1549	accessory	ydfO	Uncharacterized
KOIAIB_01853	511145.b1737	core	chbC	PTS
KOIAIB_02161	511145.b2028	core	ugd	UDP-glucose
KOIAIB_02435	511145.b2275	accessory	yfbP	Protein
KOIAIB_02848	511145.b2667	core	arsR~~~ygaV	ArsR
KOIAIB_00480	511145.b0439	core	lon_P403L	Lon
KOIAIB_01003	511145.b0930	core	group_8853	asparagine--tRNA
KOIAIB_00450	511145.b0410	core	group_6189	HNH
KOIAIB_00729	511145.b0675	core	group_8657	ribonucleotide
KOIAIB_02939	511145.b2755	accessory	cas1e~~~cas1	type
KOIAIB_03145	511145.b2952	core	yggT	osmotic
KOIAIB_00800	511145.b0740	core	group_606	Tol-Pal
KOIAIB_03688	511145.b3478	core	nikC	nickel
KOIAIB_01695	511145.b1590	core	ynfH	Anaerobic
KOIAIB_02066	511145.b1939	accessory	fliG	flagellar
KOIAIB_03710	511145.b3497	core	rsmJ	16S
KOIAIB_04290	511145.b4025	core	pgi	glucose-6-phosphate
KOIAIB_04549	511145.b4253	accessory	group_2760	DNA-binding
KOIAIB_01001	511145.b0928	core	group_8852	aspartate
KOIAIB_02998	511145.b2811	core	csdE	cysteine
KOIAIB_00414	511145.b0376	core	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase
KOIAIB_01480	511145.b1384	accessory	feaR	transcriptional
KOIAIB_01844	511145.b1729	core	tcyP	cystine/sulfocysteine:cation
KOIAIB_00905	511145.b0838	core	group_8810	glutathione
KOIAIB_02487	511145.b2326	core	epmC	elongation
KOIAIB_00523	511145.b0481	core	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys)
KOIAIB_00628	511145.b0577	accessory	ybdG	mechanosensitive
KOIAIB_03220	511145.b3023	core	ygiV	putative
KOIAIB_03323	511145.b3124	core	group_9062	glycerate
KOIAIB_02289	511145.b2145	core	yeiS	Uncharacterized
KOIAIB_02770	511145.b2585	core	pssA	PLD
KOIAIB_04537	511145.b4239	core	treC	alphaalpha-phosphotrehalase
KOIAIB_00823	511145.b0763	accessory	group_2206	molybdate
KOIAIB_01026	511145.b0953	core	group_8862	ribosome
KOIAIB_01193	511145.b1117	core	lolD	lipoprotein-releasing
KOIAIB_00048	511145.b0046	core	kefF	glutathione-regulated
KOIAIB_00441	511145.b0401	core	brnQ	branched-chain
KOIAIB_00574	511145.b0528	core	ybcJ	ribosome-associated
KOIAIB_00959	511145.b0888	core	trxB	thioredoxin-disulfide
KOIAIB_01159	511145.b1083	core	group_8002	flagellar
KOIAIB_04130	511145.b3878	accessory	yihQ	sulfoquinovosidase
KOIAIB_00341	511145.b0314	core	betT	choline
KOIAIB_02141	511145.b2011	core	sbcB	exodeoxyribonuclease
KOIAIB_04367	511145.b4085	accessory	alsE	D-allulose-6-phosphate
KOIAIB_00691	511145.b0635	core	mrdA	peptidoglycan
KOIAIB_01447	511145.b4526	accessory	ydaE	Bacteriophage
KOIAIB_01611	511145.b1511	accessory	lsrK	autoinducer-2
KOIAIB_03898	511145.b3665	core	adeD	adenine
KOIAIB_02277	511145.b2133	core	dld	D-lactate
KOIAIB_00626	511145.b0575	accessory	cusA	Cu(+)/Ag(+)
KOIAIB_02951	511145.b2766	core	ygcN	putative
KOIAIB_00159	511145.b0149	core	mrcB	bifunctional
KOIAIB_02907	511145.b2724	core	hycB	formate
KOIAIB_04621	511145.b4318	accessory	fimF	FimF
KOIAIB_00131	511145.b0121	core	speE	polyamine
KOIAIB_00838	511145.b0777	core	bioC	malonyl-ACP
KOIAIB_03113	511145.b2917	core	scpA	Putative
KOIAIB_03934	511145.b3698	core	yidB	DUF937
KOIAIB_03968	511145.b3728	core	pstS	phosphate
KOIAIB_04313	511145.b4041	core	plsB	glycerol-3-phosphate
KOIAIB_02669	511145.b2497	core	uraA	uracil
KOIAIB_03315	511145.b3114	core	tdcE	hypothetical
KOIAIB_02452	511145.b2291	core	yfbR	5'-deoxynucleotidase
KOIAIB_02655	511145.b2483	accessory	hyfC	Hydrogenase-4
KOIAIB_02761	511145.b2577	core	yfiE~~~lysR	Uncharacterized
KOIAIB_02225	511145.b2086	core	yegS	lipid
KOIAIB_02495	511145.b2334	accessory	yfcQ	Fimbrial
KOIAIB_02599	511145.b2433	core	yfeZ	Inner
KOIAIB_02883	511145.b2700	core	pncC	nicotinamide-nucleotide
KOIAIB_02981	511145.b2795	core	ppnN	nucleotide
KOIAIB_02405	511145.b2246	accessory	rhmT	Inner
KOIAIB_00183	511145.b0170	core	tuf	elongation
KOIAIB_00326	511145.b4671	accessory	ykgR	small
KOIAIB_00573	511145.b0527	core	ybcI	Inner
KOIAIB_04265	511145.b4002	core	zraP	zinc
KOIAIB_04378	511145.b4096	core	phnL	phosphonate
KOIAIB_04555	511145.b4259	core	holC	DNA
KOIAIB_00103	511145.b0096	core	lpxC	UDP-3-O-acyl-N-acetylglucosamine
KOIAIB_02340	511145.b2195	core	dsbE	Thiol:disulfide
KOIAIB_03750	511145.b3531	core	bcsZ	cellulose
KOIAIB_03923	511145.b3687	core	ibpA	small
KOIAIB_03957	511145.b3718	accessory	yieK	glucosamine-6-phosphate
KOIAIB_01096	511145.b1020	core	group_717	phosphate
KOIAIB_01331	511145.b1246	core	oppD	Oligopeptide
KOIAIB_00898	511145.b0831	core	group_8807	glutathione
KOIAIB_04475	511145.b4180	core	group_9223	23S
KOIAIB_01369	511145.b1280	core	lapB	lipopolysaccharide
KOIAIB_03728	511145.b3512	core	gadE	acid
KOIAIB_04036	511145.b3795	core	thrP	bifunctional
KOIAIB_00945	511145.b0875	core	aqpZ	Aquaporin
KOIAIB_01078	511145.b1003	core	yccJ	Uncharacterized
KOIAIB_03458	511145.b3252	core	csrD	RNase
KOIAIB_03425	511145.b3221	core	nanQ	N-acetylneuraminate
KOIAIB_02234	511145.b2094	core	gatA	PTS
KOIAIB_02333	511145.b2187	core	yejL	UPF0352
KOIAIB_02375	511145.b2219	accessory	atoS	two-component
KOIAIB_02167	511145.b2033	accessory	wbbJ	Putative
KOIAIB_01960	511145.b1840	core	copD	copper
KOIAIB_02205	511145.b2070	core	yegI	Putative
KOIAIB_00136	511145.b0126	core	can	carbonate
KOIAIB_02989	511145.b2803	core	fucK	L-fuculokinase
KOIAIB_02486	511145.b2325	core	yfcL	Uncharacterized
KOIAIB_02623	511145.b2456	core	eutN	ethanolamine
KOIAIB_00278	511145.b0253	accessory	group_3298	Uncharacterized
KOIAIB_00521	511145.b0479	core	fsr	fosmidomycin
KOIAIB_03184	511145.b2988	core	gss	bifunctional
KOIAIB_01744	511145.b1637	core	tyrS	tyrosine--tRNA
KOIAIB_01136	511145.b1060	core	bssS	biofilm
KOIAIB_01433	511145.b1341	core	dgcM	diguanylate
KOIAIB_03360	511145.b3161	core	group_9081	tryptophan
KOIAIB_01053	511145.b4592	accessory	cbdX	cytochrome
KOIAIB_03505	511145.b3297	core	rpsK	30S
KOIAIB_02138	511145.b2008	core	yeeA	Inner
KOIAIB_04366	511145.b4084	accessory	alsK	allose
KOIAIB_01272	511145.b1196	accessory	ycgY	Uncharacterized
KOIAIB_01374	511145.b4596	core	yciZ	YciZ-like;UPF0509
KOIAIB_01406	511145.b1317	core	pgmB	beta-phosphoglucomutase
KOIAIB_01675	511145.b1571	accessory	ydfA	DUF1391
KOIAIB_01708	511145.b1602	core	pntB	Re/Si-specific
KOIAIB_00565	511145.b4572	core	allG	Putative
KOIAIB_00407	511145.b0368	core	tauD	taurine
KOIAIB_01495	511145.b1399	accessory	paaX	phenylacetic
KOIAIB_01926	511145.b1808	core	yoaA	ATP-dependent
KOIAIB_03516	511145.b3308	core	rplE	50S
KOIAIB_03644	511145.b4476	core	gntU	gluconate
KOIAIB_01567	511145.b1467	core	narH	nitrate
KOIAIB_00718	511145.b0661	core	group_8655	tRNA
KOIAIB_01908	511145.b1792	core	yeaO	Uncharacterized
KOIAIB_01975	511145.b1853	core	hexR	DNA-binding
KOIAIB_02218	511145.b2078	core	baeS	two-component
KOIAIB_01976	511145.b1854	core	pyk	pyruvate
KOIAIB_02219	511145.b2079	core	baeR	two-component
KOIAIB_03356	511145.b3157	core	group_9077	Ubiquinone
KOIAIB_02136	511145.b2007	core	yeeX	DUF496
KOIAIB_04242	511145.b3982	core	nusG	transcription
KOIAIB_04497	511145.b4202	core	group_9232	30S
KOIAIB_04600	511145.b4299	accessory	yjhI	Uncharacterized
KOIAIB_00643	511145.b0588	core	fepG~~~fepC	Ferric
KOIAIB_00822	511145.b0762	accessory	acrZ	multidrug
KOIAIB_02606	511145.b2440	core	eutC	ethanolamine
KOIAIB_00503	511145.b0462	core	group_454	Acriflavin
KOIAIB_03445	511145.b3241	core	group_9142	p-hydroxybenzoic
KOIAIB_03681	511145.b3471	core	yhhQ	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine
KOIAIB_03787	511145.b4553	core	ysaB	Uncharacterized
KOIAIB_02887	511145.b2704	core	srlB	PTS
KOIAIB_02985	511145.b2799	core	fucO	lactaldehyde
KOIAIB_03330	511145.b3131	core	group_9066	aga
KOIAIB_03466	511145.b3261	core	group_9153	DNA-binding
KOIAIB_03538	511145.b3330	accessory	gspI	type
KOIAIB_00179	511145.b0168	core	map	type
KOIAIB_00672	511145.b0616	core	group_8620	citrate
KOIAIB_00956	511145.b0885	core	group_8827	leucyl/phenylalanyl-tRNA--protein
KOIAIB_01323	511145.b1241	core	group_350	iron-containing
KOIAIB_03363	511145.b3163	core	group_9084	lipoprotein
KOIAIB_03571	511145.b3361	core	fic	putative
KOIAIB_03904	511145.b3671	core	ilvB	acetolactate
KOIAIB_04428	511145.b4137	core	cutA	divalent
KOIAIB_04598	511145.b4297	accessory	yjhG	xylonate
KOIAIB_03669	511145.b3459	core	panM	aspartate
KOIAIB_03738	511145.b3519	core	treF	Cytoplasmic
KOIAIB_04631	511145.b4326	core	group_3129	anti-adapter
KOIAIB_00045	511145.b0043	core	fixX	ferredoxin-like
KOIAIB_00363	511145.b0333	accessory	prpC	2-methylcitrate
KOIAIB_00873	511145.b0808	core	ybiO	mechanosensitive
KOIAIB_03881	511145.b3649	core	group_6717	guanylate
KOIAIB_03982	511145.b3741	core	mnmG	tRNA
KOIAIB_04289	511145.b4024	core	group_967	lysine-sensitive
KOIAIB_04575	511145.b4278	accessory	group_1020	IS4
KOIAIB_02242	511145.b2101	core	yegW	Uncharacterized
KOIAIB_03410	511145.b3208	accessory	mtgA	monofunctional
KOIAIB_03444	511145.b3240	core	group_9141	p-hydroxybenzoic
KOIAIB_03378	511145.b3176	core	group_9094	phosphoglucosamine
KOIAIB_01202	511145.b1126	core	group_8892	spermidine/putrescine
KOIAIB_01737	511145.b1631	core	rsxG	electron
KOIAIB_02765	511145.b2581	core	yfiF	tRNA/rRNA
KOIAIB_03045	511145.b2852	accessory	ygeH	HilA
KOIAIB_04383	511145.b4101	core	phnG	phosphonate
KOIAIB_04491	511145.b4196	core	group_9230	3-keto-L-gulonate-6-phosphate
KOIAIB_00005	511145.b0004	core	thrC	threonine
KOIAIB_00850	511145.b0788	core	ybhN	Inner
KOIAIB_01715	511145.b1609	core	rstB	two-component
KOIAIB_04278	511145.b4014	core	group_2272	malate
KOIAIB_00008	511145.b0007	core	yaaJ	Uncharacterized
KOIAIB_00604	511145.b0555	accessory	group_1643	lysozyme
KOIAIB_00921	511145.b0853	core	group_8813	Uncharacterized
KOIAIB_01002	511145.b0929	core	ompF	porin
KOIAIB_03921	511145.b3685	core	yidE	putative
KOIAIB_00095	511145.b0089	core	ftsW	cell
KOIAIB_00098	511145.b0092	core	ddlB	D-alanine--D-alanine
KOIAIB_01643	511145.b1541	core	ydfZ	Putative
KOIAIB_04447	511145.b4153	core	frdB	fumarate
KOIAIB_01179	511145.b1103	core	hinT	purine
KOIAIB_01311	511145.b1227	core	group_4448	respiratory
KOIAIB_01511	511145.b1414	core	ydcF	DUF218
KOIAIB_04266	511145.b4003	core	zraS	two-component
KOIAIB_03283	511145.b3081	core	group_9040	NADPH-dependent
KOIAIB_03565	511145.b3356	core	yhfA	OsmC
KOIAIB_01360	511145.b1275	core	cysB	HTH-type
KOIAIB_01796	511145.b1685	core	ydiH	Uncharacterized
KOIAIB_01830	511145.b1716	core	group_6132	threonine--tRNA
KOIAIB_03318	511145.b3117	core	group_9060	bifunctional
KOIAIB_02840	511145.b2659	core	glaH	glutarate
KOIAIB_01912	511145.b1795	core	yeaQ	UPF0410
KOIAIB_00173	511145.b0161	core	degP	serine
KOIAIB_04668	511145.b4362	core	dnaT	primosomal
KOIAIB_02154	511145.b2021	core	hisC	histidinol-phosphate
KOIAIB_04199	511145.b3939	core	metB	cystathionine
KOIAIB_04464	511145.b4169	core	group_9212	N-acetylmuramoyl-L-alanine
KOIAIB_00991	511145.b0919	core	group_8843	Uncharacterized
KOIAIB_02955	511145.b2770	core	ygcR	Putative
KOIAIB_00922	511145.b0854	core	group_8814	spermidine/putrescine
KOIAIB_01287	511145.b1210	core	group_1613	glutamyl-tRNA
KOIAIB_01524	511145.b1423	core	ydcJ	2-oxoadipate
KOIAIB_03739	511145.b3520	core	yhjB	Transcriptional
KOIAIB_03423	511145.b3219	accessory	yhcF	Uncharacterized
KOIAIB_04602	511145.b4301	accessory	sgcE	hypothetical
KOIAIB_01261	511145.b1185	core	dsbB	disulfide
KOIAIB_04330	511145.b4057	core	yjbR	Uncharacterized
KOIAIB_00472	511145.b0432	core	cyoA	cytochrome
KOIAIB_01292	511145.b1215	core	group_8938	3-deoxy-8-phosphooctulonate
KOIAIB_01426	511145.b1335	core	ogt	methylated-DNA--[protein]-cysteine
KOIAIB_02855	511145.b2674	core	nrdI	class
KOIAIB_02510	511145.b2349	accessory	group_1679	prophage
KOIAIB_03067	511145.b2876	core	yqeC	selenium
KOIAIB_03237	511145.b3042	core	yqiC~~~ubiK	YqiC
KOIAIB_03548	511145.b3340	core	fusA	elongation
KOIAIB_00999	511145.b0927	core	group_8851	hydroxyacylglutathione
KOIAIB_04405	511145.b4115	core	adiC	arginine/agmatine
KOIAIB_04608	511145.b4306	accessory	yjhP	Methyltransferase
KOIAIB_03139	511145.b2946	core	rsmE	16S
KOIAIB_03214	511145.b3017	core	sufI~~~ftsP	SufI
KOIAIB_03215	511145.b3018	core	plsC	1-acylglycerol-3-phosphate
KOIAIB_03590	511145.b3381	core	yhfX	Uncharacterized
KOIAIB_01309	511145.b1225	core	group_8944	nitrate
KOIAIB_03288	511145.b3086	core	ygjQ	Uncharacterized
KOIAIB_01113	511145.b1038	core	csgF	curli
KOIAIB_01244	511145.b4520	accessory	ymgF	cell
KOIAIB_01314	511145.b1232	core	purU	formyltetrahydrofolate
KOIAIB_03726	511145.b3510	core	hdeA	acid-activated
KOIAIB_03797	511145.b3570	core	bax	protein
KOIAIB_02012	511145.b1885	core	tap	methyl-accepting
KOIAIB_02187	511145.b2052	accessory	fcl	GDP-L-fucose
KOIAIB_01980	511145.b1858	core	znuC	zinc
KOIAIB_01429	511145.b1338	accessory	abgA	Aminobenzoyl-glutamate
KOIAIB_00923	511145.b0855	core	potG	putrescine
KOIAIB_01223	511145.b1148	accessory	ymfM	Uncharacterized
KOIAIB_01988	511145.b1864	core	yebC	YebC/PmpR
KOIAIB_02059	511145.b1930	accessory	yedF	sulfurtransferase-like
KOIAIB_01029	511145.b0956	core	group_8865	macrodomain
KOIAIB_03979	511145.b3738	core	atpB	F0F1
KOIAIB_03677	511145.b3467	core	yhhM	Uncharacterized
KOIAIB_03782	511145.b3557	accessory	group_9167	IS3
KOIAIB_03848	511145.b3617	core	kbl	glycine
KOIAIB_03558	511145.b4551	core	yheV	YheV
KOIAIB_03793	511145.b3566	core	xylF	D-xylose
KOIAIB_03927	511145.b3691	core	dgoT	D-galactonate
KOIAIB_01043	511145.b0970	core	group_8873	FtsH
KOIAIB_01145	511145.b1069	core	murJ	murein
KOIAIB_02630	511145.b2463	core	maeB	NADP-dependent
KOIAIB_03007	511145.b2819	core	recD	exodeoxyribonuclease
KOIAIB_04553	511145.b4257	accessory	yjgN	Inner
KOIAIB_01411	511145.b1322	core	ycjF	UPF0283
KOIAIB_00258	511145.b0237	core	pepD	Aminoacyl-histidine
KOIAIB_03636	511145.b3428	core	glgP	glycogen
KOIAIB_02537	511145.b2375	core	yfdX	Protein
KOIAIB_02675	511145.b2503	core	pdeF	Cytochrome
KOIAIB_03579	511145.b3369	core	yhfL	Uncharacterized
KOIAIB_01565	511145.b1465	core	narI	respiratory
KOIAIB_04714	511145.b4400	core	creD	Inner
KOIAIB_02999	511145.b2812	core	tcdA	tRNA
KOIAIB_00653	511145.b0598	core	cstA	Carbon
KOIAIB_01594	511145.b1493	core	gadB	glutamate
KOIAIB_02181	511145.b2046	accessory	wzxC	colanic
KOIAIB_02519	511145.b2359	accessory	group_879	protein
KOIAIB_02590	511145.b2424	core	cysT	sulfate/thiosulfate
KOIAIB_04448	511145.b4154	core	group_9205	fumarate
KOIAIB_02100	511145.b1972	core	msrQ	protein-methionine-sulfoxide
KOIAIB_00446	511145.b0406	core	group_8562	tRNA
KOIAIB_02416	511145.b2257	core	arnT	lipid
KOIAIB_04106	511145.b3862	core	yihG	putative
KOIAIB_02550	511145.b2387	core	fryB	PTS
KOIAIB_02589	511145.b2423	core	cysW	sulfate/thiosulfate
KOIAIB_00731	511145.b0677	core	group_8660	N-acetylglucosamine-6-phosphate
KOIAIB_04114	511145.b3866	core	yihI	Der
KOIAIB_04149	511145.b3896	core	yiiG	Uncharacterized
KOIAIB_04189	511145.b3930	core	menA	14-dihydroxy-2-naphthoate
KOIAIB_03930	511145.b3693	core	dgoK	2-dehydro-3-deoxygalactonokinase
KOIAIB_01821	511145.b1708	core	nlpC	putative
KOIAIB_02058	511145.b1929	accessory	yedE	selenium
